75,0,"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense."
76,0,The scallop dish is quite appalling for value as well.
77,0,2 times - Very Bad Customer Service !
78,1,The sweet potato fries were very good and seasoned well.
79,1,Today is the second time I've been to their lunch buffet and it was pretty good.
80,0,There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.
81,0,Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.
82,0,walked in and the place smelled like an old grease trap and only 2 others there eating.
83,0,The turkey and roast beef were bland.
84,1,This place has it!
85,0,The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.
86,1,I love the Pho and the spring rolls oh so yummy you have to try.
87,0,The poor batter to meat ratio made the chicken tenders very unsatisfying.
88,1,All I have to say is the food was amazing!!!
89,1,Omelets are to die for!
90,1,Everything was fresh and delicious!
91,0,"In summary, this was a largely disappointing dining experience."
92,1,"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party."
93,0,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!"
94,1,Best breakfast buffet!!!
95,0,say bye bye to your tip lady!
96,0,We'll never go again.
97,1,Will be back again!
98,1,Food arrived quickly!
99,0,It was not good.
100,1,"On the up side, their cafe serves really good food."
101,1,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!"
102,1,"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming."
103,1,"Best Buffet in town, for the price you cannot beat it."
104,1,"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious."
105,1,This is one of the better buffets that I have been to.
106,1,So we went to Tigerlilly and had a fantastic afternoon!
107,1,"The food was delicious, our bartender was attentive and personable AND we got a great deal!"
108,1,The ambience is wonderful and there is music playing.
109,1,Will go back next trip out.
110,1,Sooooo good!!
111,0,"REAL sushi lovers, let's be honest - Yama is not that good."
112,0,"At least 40min passed in between us ordering and the food arriving, and it wasn't that busy."
113,1,This is a really fantastic Thai restaurant which is definitely worth a visit.
114,1,"Nice, spicy and tender."
115,1,Good prices.
116,1,Check it out.
117,0,It was pretty gross!
118,0,I've had better atmosphere.
119,0,Kind of hard to mess up a steak but they did.
120,0,"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing."
121,0,I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.
122,0,"Worst service to boot, but that is the least of their worries."
123,1,Service was fine and the waitress was friendly.
124,1,"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten."
125,1,"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night."
126,0,"Host staff were, for lack of a better word, BITCHES!"
127,0,Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...
128,1,"Phenomenal food, service and ambiance."
129,0,I wouldn't return.
130,1,"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas."
131,0,This place is way too overpriced for mediocre food.
132,1,Penne vodka excellent!
133,1,"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers."
134,0,The management is rude.
135,1,"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even."
136,1,"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations."
137,1,I had a seriously solid breakfast here.
138,1,This is one of the best bars with food in Vegas.
139,0,"He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas."
140,1,My drink was never empty and he made some really great menu suggestions.
141,0,Don't do it!!!!
142,0,The waiter wasn't helpful or friendly and rarely checked on us.
143,0,My husband and I ate lunch here and were very disappointed with the food and service.
144,0,And the red curry had so much bamboo shoots and wasn't very tasty to me.
145,1,Nice blanket of moz over top but i feel like this was done to cover up the subpar food.
146,1,The bathrooms are clean and the place itself is well decorated.
147,0,"The menu is always changing, food quality is going down & service is extremely slow."
148,0,"The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace."
149,0,I give it 2 thumbs down
150,0,We watched our waiter pay a lot more attention to other tables and ignore us.
151,1,My fiancé and I came in the middle of the day and we were greeted and seated right away.
152,1,This is a great restaurant at the Mandalay Bay.
153,0,We waited for forty five minutes in vain.
154,0,Crostini that came with the salad was stale.
155,1,Some highlights : Great quality nigiri here!
156,1,the staff is friendly and the joint is always clean.
157,1,this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.
158,1,I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.
159,1,this place is good.
160,0,"Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE."
161,0,I came back today since they relocated and still not impressed.
162,1,I was seated immediately.
163,1,"Their menu is diverse, and reasonably priced."
164,0,Avoid at all cost!
165,1,Restaurant is always full but never a wait.
166,1,DELICIOUS!!
167,1,This place is hands-down one of the best places to eat in the Phoenix metro area.
168,0,So don't go there if you are looking for good food...
169,0,I've never been treated so bad.
170,1,Bacon is hella salty.
171,0,"We also ordered the spinach and avocado salad, the ingredients were sad and the dressing literally had zero taste."
172,1,"This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed."
173,1,The waitresses are very friendly.
174,1,"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!"
175,1,Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.
176,0,"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back."
177,0,The service here leaves a lot to be desired.
178,1,"The atmosphere is modern and hip, while maintaining a touch of coziness."
179,1,"Not a weekly haunt, but definitely a place to come back to every once in a while."
180,0,We literally sat there for 20 minutes with no one asking to take our order.
181,0,"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor."
182,0,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.
183,0,I dressed up to be treated so rudely!
184,0,It was probably dirt.
185,1,"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor."
186,1,I ordered the Lemon raspberry ice cocktail which was also incredible.
187,0,"The food sucked, which we expected but it sucked more than we could have imagined."
188,1,Interesting decor.
189,1,What I really like there is the crepe station.
190,1,"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good."
191,1,you can watch them preparing the delicious food!)
192,1,Both of the egg rolls were fantastic.
193,0,"When my order arrived, one of the gyros was missing."
194,1,"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied."
195,0,I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.
196,1,The best place to go for a tasty bowl of Pho!
197,0,The live music on Fridays totally blows.
198,0,I've never been more insulted or felt disrespected.
199,1,Very friendly staff.
200,1,It is worth the drive.
201,1,"I had heard good things about this place, but it exceeding every hope I could have dreamed of."
202,1,Food was great and so was the serivce!
203,0,The warm beer didn't help.
204,1,Great brunch spot.
205,1,Service is friendly and inviting.
206,1,Very good lunch spot.
207,0,I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.
208,0,The WORST EXPERIENCE EVER.
209,0,Must have been an off night at this place.
210,1,"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous."
211,0,"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen."
212,0,"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon."
213,1,My friend loved the salmon tartar.
214,0,Won't go back.
215,1,Extremely Tasty!
216,1,Waitress was good though!
217,0,Soggy and not good.
218,1,The Jamaican mojitos are delicious.
219,0,Which are small and not worth the price.
220,1,#NAME?
221,0,"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!"
222,0,The service was a bit lacking.
223,0,"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables."
224,0,Hopefully this bodes for them going out of business and someone who can cook can come in.
225,0,"It was either too cold, not enough flavor or just bad."
226,1,I loved the bacon wrapped dates.
227,1,This is an unbelievable BARGAIN!
228,1,The folks at Otto always make us feel so welcome and special.
229,0,"As for the ""mains,"" also uninspired."
230,1,This is the place where I first had pho and it was amazing!!
231,1,This wonderful experience made this place a must-stop whenever we are in town again.
232,0,"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people."
233,1,Very very fun chef.
234,0,"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks."
235,1,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.
236,0,"If it were possible to give them zero stars, they'd have it."
237,0,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them."
238,1,"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing)."
239,0,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.
240,1,"Everyone is very attentive, providing excellent customer service."
241,0,Horrible - don't waste your time and money.
242,1,Now this dish was quite flavourful.
243,0,By this time our side of the restaurant was almost empty so there was no excuse.
244,0,"(It wasn't busy either) Also, the building was FREEZING cold."
245,0,"like the other reviewer said ""you couldn't pay me to eat at this place again."""
246,0,-Drinks took close to 30 minutes to come out at one point.
247,1,"Seriously flavorful delights, folks."
248,1,Much better than the other AYCE sushi place I went to in Vegas.
249,1,The lighting is just dark enough to set the mood.
250,0,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.
251,1,Owner's are really great people.!
252,0,There is nothing privileged about working/eating there.
253,1,The Greek dressing was very creamy and flavorful.
254,0,"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too."
255,1,Now the pizza itself was good the peanut sauce was very tasty.
256,1,We had 7 at our table and the service was pretty fast.
257,1,Fantastic service here.
258,0,I as well would've given godfathers zero stars if possible.
259,1,They know how to make them here.
260,0,very tough and very short on flavor!
261,1,I hope this place sticks around.
262,0,"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water."
263,1,The restaurant atmosphere was exquisite.
264,1,"Good service, very clean, and inexpensive, to boot!"
265,1,The seafood was fresh and generous in portion.
266,1,"Plus, it's only 8 bucks."
267,0,"The service was not up to par, either."
268,1,"Thus far, have only visited twice and the food was absolutely delicious each time."
269,1,Just as good as when I had it more than a year ago!
270,0,"For a self proclaimed coffee cafe, I was wildly disappointed."
271,1,The Veggitarian platter is out of this world!
272,1,You cant go wrong with any of the food here.
273,1,You can't beat that.
274,1,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff."
275,1,The chefs were friendly and did a good job.
276,0,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho."
277,1,I liked the patio and the service was outstanding.
278,1,The goat taco didn't skimp on the meat and wow what FLAVOR!
279,0,I think not again
280,0,I had the mac salad and it was pretty bland so I will not be getting that again.
281,1,I went to Bachi Burger on a friend's recommendation and was not disappointed.
282,0,Service stinks here!
283,0,I waited and waited.
284,0,"This place is not quality sushi, it is not a quality restaurant."
285,1,I would definitely recommend the wings as well as the pizza.
286,1,Great Pizza and Salads!
287,0,Things that went wrong: - They burned the saganaki.
288,0,We waited an hour for what was a breakfast I could have done 100 times better at home.
289,1,This place is amazing!
290,0,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place."
291,0,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!
292,0,Just don't know why they were so slow.
293,1,"The staff is great, the food is delish, and they have an incredible beer selection."
294,0,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location."
295,1,I didn't know pulled pork could be soooo delicious.
296,1,"You get incredibly fresh fish, prepared with care."
297,0,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.
298,1,I love the fact that everything on their menu is worth it.
299,0,Never again will I be dining at this place!
300,1,The food was excellent and service was very good.
301,1,Good beer & drink selection and good food selection.
302,0,Please stay away from the shrimp stir fried noodles.
303,0,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.
304,0,Food was really boring.
305,1,Good Service-check!
306,0,This greedy corporation will NEVER see another dime from me!
307,0,"Will never, ever go back."
308,0,"As much as I'd like to go back, I can't get passed the atrocious service and will never return."
309,1,"In the summer, you can dine in a charming outdoor patio - so very delightful."
310,1,I did not expect this to be so good!
311,1,Fantastic food!
312,0,She ordered a toasted English muffin that came out untoasted.
313,1,The food was very good.
314,0,Never going back.
315,1,"Great food for the price, which is very high quality and house made."
316,0,The bus boy on the other hand was so rude.
317,0,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known."
318,1,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways."
319,1,"And considering the two of us left there very full and happy for about $20, you just can't go wrong."
320,1,All the bread is made in-house!
321,0,The only downside is the service.
322,0,"Also, the fries are without a doubt the worst fries I've ever had."
323,1,Service was exceptional and food was a good as all the reviews.
324,1,"A couple of months later, I returned and had an amazing meal."
325,1,Favorite place in town for shawarrrrrrma!!!!!!
326,1,The black eyed peas and sweet potatoes... UNREAL!
327,1,You won't be disappointed.
328,1,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good."
329,0,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00."
330,0,When my mom and I got home she immediately got sick and she only had a few bites of salad.
331,0,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.
332,1,"Both of them were truly unbelievably good, and I am so glad we went back."
333,1,"We had fantastic service, and were pleased by the atmosphere."
334,0,Everything was gross.
335,1,I love this place.
336,1,Great service and food.
337,0,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!
338,0,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed."
339,1,"OMG, the food was delicioso!"
340,0,There is nothing authentic about this place.
341,0,the spaghetti is nothing special whatsoever.
342,1,"Of all the dishes, the salmon was the best, but all were great."
343,1,The vegetables are so fresh and the sauce feels like authentic Thai.
344,1,It's worth driving up from Tucson!
345,0,The selection was probably the worst I've seen in Vegas.....there was none.
346,1,Pretty good beer selection too.
347,1,"This place is like Chipotle, but BETTER."
348,1,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!"
349,1,5 stars for the brick oven bread app!
350,1,"I have eaten here multiple times, and each time the food was delicious."
351,0,We sat another ten minutes and finally gave up and left.
352,0,He was terrible!
353,1,Everyone is treated equally special.
354,0,It shouldn't take 30 min for pancakes and eggs.
355,1,It was delicious!!!
356,1,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat."
357,0,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas."
358,1,As always the evening was wonderful and the food delicious!
359,1,Best fish I've ever had in my life!
360,1,(The bathroom is just next door and very nice.)
361,0,The buffet is small and all the food they offered was BLAND.
362,1,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.
363,1,Pretty cool I would say.
364,0,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.
365,1,Server did a great job handling our large rowdy table.
366,0,"I find wasting food to be despicable, but this just wasn't food."
367,0,My wife had the Lobster Bisque soup which was lukewarm.
368,1,Would come back again if I had a sushi craving while in Vegas.
369,1,"The staff are great, the ambiance is great."
370,1,He deserves 5 stars.
371,0,I left with a stomach ache and felt sick the rest of the day.
372,0,They dropped more than the ball.
373,1,"The dining space is tiny, but elegantly decorated and comfortable."
374,1,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!"
375,0,And the beans and rice were mediocre at best.
376,1,Best tacos in town by far!!
377,0,I took back my money and got outta there.
378,1,"In an interesting part of town, this place is amazing."
379,0,RUDE & INCONSIDERATE MANAGEMENT.
380,0,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes."
381,0,I won't be back.
382,1,They have great dinners.
383,1,The service was outshining & I definitely recommend the Halibut.
384,0,The food was terrible.
385,0,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.
386,0,I don't recommend unless your car breaks down in front of it and you are starving.
387,1,I will come back here every time I'm in Vegas.
388,0,This place deserves one star and 90% has to do with the food.
389,0,This is a disgrace.
390,1,Def coming back to bowl next time
391,1,"If you want healthy authentic or ethic food, try this place."
392,1,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.
393,1,"I have been here several times in the past, and the experience has always been great."
394,1,We walked away stuffed and happy about our first Vegas buffet experience.
395,1,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.
396,1,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser."
397,0,I'm probably one of the few people to ever go to Ians and not like it.
398,1,Kids pizza is always a hit too with lots of great side dish options for the kiddos!
399,1,Service is perfect and the family atmosphere is nice to see.
400,1,Cooked to perfection and the service was impeccable.
401,0,This one is simply a disappointment.
402,0,"Overall, I was very disappointed with the quality of food at Bouchon."
403,0,I don't have to be an accountant to know I'm getting screwed!
404,1,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area."
405,1,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.
406,0,Left very frustrated.
407,1,I'll definitely be in soon again.
408,1,Food was really good and I got full petty fast.
409,1,Service was fantastic.
410,0,TOTAL WASTE OF TIME.
411,1,I don't know what kind it is but they have the best iced tea.
412,1,"Come hungry, leave happy and stuffed!"
413,0,"For service, I give them no stars."
414,1,I can assure you that you won't be disappointed.
415,0,I can take a little bad service but the food sucks.
416,0,Gave up trying to eat any of the crust (teeth still sore).
417,0,But now I was completely grossed out.
418,1,I really enjoyed eating here.
419,1,First time going but I think I will quickly become a regular.
420,1,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end."
421,1,From what my dinner companions told me...everything was very fresh with nice texture and taste.
422,0,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop."
423,0,"Furthermore, you can't even find hours of operation on the website!"
424,0,We've tried to like this place but after 10+ times I think we're done with them.
425,0,What a mistake that was!
426,1,No complaints!
427,1,This is some seriously good pizza and I'm an expert/connisseur on the topic.
428,0,Waiter was a jerk.
429,0,"Strike 2, who wants to be rushed."
430,1,These are the nicest restaurant owners I've ever come across.
431,0,I never come again.
432,1,We loved the biscuits!!!
433,1,Service is quick and friendly.
434,0,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.
435,1,So absolutley fantastic.
436,0,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.
437,1,definitely will come back here again.
438,1,I like Steiners because it's dark and it feels like a bar.
439,1,Wow very spicy but delicious.
440,1,"If you're not familiar, check it out."
441,0,I'll take my business dinner dollars elsewhere.
442,1,I'd love to go back.
443,1,"Anyway, this FS restaurant has a wonderful breakfast/lunch."
444,0,Nothing special.
445,1,Each day of the week they have a different deal and it's all so delicious!
446,1,"Not to mention the combination of pears, almonds and bacon is a big winner!"
447,0,Will not be back.
448,0,Sauce was tasteless.
449,1,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way."
450,1,My ribeye steak was cooked perfectly and had great mesquite flavor.
451,0,I don't think we'll be going back anytime soon.
452,1,Food was so gooodd.
453,0,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.
454,0,I was so insulted.
455,0,The last 3 times I had lunch here has been bad.
456,0,The chicken wings contained the driest chicken meat I have ever eaten.
457,1,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc."
458,1,Nargile - I think you are great.
459,1,Best tater tots in the southwest.
460,1,We loved the place.
461,0,Definitely not worth the $3 I paid.
462,1,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.
463,1,Im in AZ all the time and now have my new spot.
464,0,The manager was the worst.
465,1,The inside is really quite nice and very clean.
466,1,The food was outstanding and the prices were very reasonable.
467,0,I don't think I'll be running back to Carly's anytime soon for food.
468,0,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things."
469,1,"Love the margaritas, too!"
470,1,This was my first and only Vegas buffet and it did not disappoint.
471,1,"Very good, though!"
472,0,The one down note is the ventilation could use some upgrading.
473,1,Great pork sandwich.
474,0,Don't waste your time here.
475,0,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee."
476,0,"Third, the cheese on my friend's burger was cold."
477,1,We enjoy their pizza and brunch.
478,1,The steaks are all well trimmed and also perfectly cooked.
479,1,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.
480,1,I LOVED it!
481,0,We asked for the bill to leave without eating and they didn't bring that either.
482,1,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here."
483,0,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.
484,0,The selection of food was not the best.
485,1,Delicious and I will absolutely be back!
486,1,"This isn't a small family restaurant, this is a fine dining establishment."
487,1,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.
488,0,I dont think I will be back for a very long time.
489,0,"It was attached to a gas station, and that is rarely a good sign."
490,1,How awesome is that.
491,1,I will be back many times soon.
492,1,The menu had so much good stuff on it i could not decide!
493,0,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings."
494,1,CONCLUSION: Very filling meals.
495,1,Their daily specials are always a hit with my group.
496,0,And then tragedy struck.
497,1,The pancake was also really good and pretty large at that.
498,1,"This was my first crawfish experience, and it was delicious!"
499,1,Their monster chicken fried steak and eggs is my all time favorite.
500,1,Waitress was sweet and funny.
501,1,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!"
502,0,"I'd rather eat airline food, seriously."
503,1,Cant say enough good things about this place.
504,1,The ambiance was incredible.
505,1,The waitress and manager are so friendly.
506,0,I would not recommend this place.
507,0,Overall I wasn't very impressed with Noca.
508,0,My gyro was basically lettuce only.
509,0,Terrible service!
510,0,Thoroughly disappointed!
511,1,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here."
512,1,"Give it a try, you will be happy you did."
513,1,By far the BEST cheesecurds we have ever had!
514,1,Reasonably priced also!
515,1,Everything was perfect the night we were in.
516,1,The food is very good for your typical bar food.
517,0,it was a drive to get there.
518,1,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff."
519,0,"Anyway, I do not think i will go back there."
520,1,"Point your finger at any item on the menu, order it and you won't be disappointed."
521,1,"Oh this is such a thing of beauty, this restaurant."
522,1,If you haven't gone here GO NOW!
523,0,"A greasy, unhealthy meal."
524,0,first time there and might just be the last.
525,1,Those burgers were amazing.
526,0,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late."
527,0,And it was way to expensive.
528,1,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for."
529,1,This was my first time and I can't wait until the next.
530,1,The bartender was also nice.
531,1,Everything was good and tasty!
532,1,This place is two thumbs up....way up.
533,1,"The best place in Vegas for breakfast (just check out a Sat, or Sun."
534,1,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place."
535,0,Terrible management.
536,1,An excellent new restaurant by an experienced Frenchman.
537,0,If there were zero stars I would give it zero stars.
538,1,"Great steak, great sides, great wine, amazing desserts."
539,0,Worst martini ever!
540,1,The steak and the shrimp are in my opinion the best entrees at GC.
541,1,I had the opportunity today to sample your amazing pizzas!
542,0,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).
543,1,The yellowtail carpaccio was melt in your mouth fresh.
544,0,I won't try going back there even if it's empty.
545,0,"No, I'm going to eat the potato that I found some strangers hair in it."
546,1,Just spicy enough.. Perfect actually.
547,1,Last night was my second time dining here and I was so happy I decided to go back!
548,0,"not even a ""hello, we will be right with you."""
549,0,The desserts were a bit strange.
550,1,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.
551,1,"I really do recommend this place, you can go wrong with this donut place!"
552,1,Nice ambiance.
553,1,I would recommend saving room for this!
554,0,I guess maybe we went on an off night but it was disgraceful.
555,0,"However, my recent experience at this particular location was not so good."
556,0,"I know this is not like the other restaurants at all, something is very off here!"
557,0,AVOID THIS ESTABLISHMENT!
558,0,I think this restaurant suffers from not trying hard enough.
559,1,All of the tapas dishes were delicious!
560,1,I *heart* this place.
561,0,My salad had a bland vinegrette on the baby greens and hearts of Palm.
